Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Caller","[KernelBase.dll]","[nvapi64.dll]",1,0,0.01,0.00,
"Caller","[KernelBase.dll]","[nvcuda.dll]",16,0,0.12,0.00,
"Caller","[KernelBase.dll]","[user32.dll]",1,0,0.01,0.00,
"Caller","[KernelBase.dll]","[windows.storage.dll]",2,0,0.02,0.00,
"Caller","[KernelBase.dll]","`anonymous namespace'::etiGetApiFunctionDescriptorTable",7,0,0.05,0.00,
"Caller","[KernelBase.dll]","nvGetDriverRegkeyW",2,0,0.02,0.00,
"Callee","[KernelBase.dll]","[KernelBase.dll]",6,0,0.05,0.00,
"Callee","[KernelBase.dll]","[ntdll.dll]",31,16,0.23,0.12,
"Root","[KernelBase.dll]","[KernelBase.dll]",7,3,0.05,0.02,
"Caller","[KernelBase.dll]","[NvBackend64.dll]",7,3,0.05,0.02,
"Callee","[KernelBase.dll]","[nvapi64.dll]",2,0,0.02,0.00,
"Callee","[KernelBase.dll]","[nvapi64.dll]",1,0,0.01,0.00,
"Callee","[KernelBase.dll]","[userenv.dll]",1,0,0.01,0.00,
"Root","[KernelBase.dll]","[KernelBase.dll]",290,22,2.20,0.17,
"Caller","[KernelBase.dll]","[combase.dll]",16,0,0.12,0.00,
"Caller","[KernelBase.dll]","[d3d10warp.dll]",1,0,0.01,0.00,
"Caller","[KernelBase.dll]","[d3d11.dll]",1,0,0.01,0.00,
"Caller","[KernelBase.dll]","[dxgi.dll]",7,0,0.05,0.00,
"Caller","[KernelBase.dll]","[ieframe.dll]",4,2,0.03,0.02,
"Caller","[KernelBase.dll]","[iertutil.dll]",12,2,0.09,0.02,
"Caller","[KernelBase.dll]","[imm32.dll]",1,0,0.01,0.00,
"Caller","[KernelBase.dll]","[jscript9.dll]",123,2,0.93,0.02,
"Caller","[KernelBase.dll]","[kernel32.dll]",2,0,0.02,0.00,
"Caller","[KernelBase.dll]","[KernelBase.dll]",86,12,0.65,0.09,
"Caller","[KernelBase.dll]","[mshtml.dll]",16,1,0.12,0.01,
"Caller","[KernelBase.dll]","[msvcrt.dll]",2,1,0.02,0.01,
"Caller","[KernelBase.dll]","[ntdll.dll]",2,0,0.02,0.00,
"Caller","[KernelBase.dll]","[nvdlistx.dll]",5,0,0.04,0.00,
"Caller","[KernelBase.dll]","[oleaut32.dll]",3,0,0.02,0.00,
"Caller","[KernelBase.dll]","[propsys.dll]",1,0,0.01,0.00,
"Caller","[KernelBase.dll]","[ScriptedSandbox64.exe]",65,0,0.49,0.00,
"Caller","[KernelBase.dll]","[SHCore.dll]",4,0,0.03,0.00,
"Caller","[KernelBase.dll]","[shlwapi.dll]",3,0,0.02,0.00,
"Caller","[KernelBase.dll]","[twinapi.appcore.dll]",1,0,0.01,0.00,
"Caller","[KernelBase.dll]","[urlmon.dll]",25,1,0.19,0.01,
"Caller","[KernelBase.dll]","[user32.dll]",2,0,0.02,0.00,
"Caller","[KernelBase.dll]","[windows.storage.dll]",9,1,0.07,0.01,
"Caller","[KernelBase.dll]","[wininet.dll]",3,0,0.02,0.00,
"Callee","[KernelBase.dll]","[kernel32.dll]",4,0,0.03,0.00,
"Callee","[KernelBase.dll]","[KernelBase.dll]",86,12,0.65,0.09,
"Callee","[KernelBase.dll]","[mshtml.dll]",2,0,0.02,0.00,
"Callee","[KernelBase.dll]","[ntdll.dll]",264,244,2.00,1.85,
"Callee","[KernelBase.dll]","[ScriptedSandbox64.exe]",8,0,0.06,0.00,
"Root","[KernelBase.dll]","[KernelBase.dll]",4,4,0.03,0.03,
"Caller","[KernelBase.dll]","[poco.dll]",4,4,0.03,0.03,
"Root","[msasn1.dll]","[msasn1.dll]",2,0,0.02,0.00,
"Caller","[msasn1.dll]","[crypt32.dll]",2,0,0.02,0.00,
"Callee","[msasn1.dll]","[crypt32.dll]",2,0,0.02,0.00,
"Callee","[msasn1.dll]","[ntdll.dll]",1,1,0.01,0.01,
"Root","[mscorlib.ni.dll]","[mscorlib.ni.dll]",2,2,0.02,0.02,
"Caller","[mscorlib.ni.dll]","[Newtonsoft.Json.ni.dll]",2,2,0.02,0.02,
"Root","[msctf.dll]","[msctf.dll]",1,0,0.01,0.00,
"Caller","[msctf.dll]","[msctf.dll]",1,0,0.01,0.00,
"Caller","[msctf.dll]","[mshtml.dll]",1,0,0.01,0.00,
"Callee","[msctf.dll]","[msctf.dll]",1,0,0.01,0.00,
"Callee","[msctf.dll]","[user32.dll]",1,0,0.01,0.00,
"Root","[mshtml.dll]","[mshtml.dll]","1,317",196,9.98,1.48,
"Caller","[mshtml.dll]","[ieframe.dll]",48,1,0.36,0.01,
"Caller","[mshtml.dll]","[jscript9.dll]",258,2,1.95,0.02,
"Caller","[mshtml.dll]","[kernel32.dll]",28,0,0.21,0.00,
"Caller","[mshtml.dll]","[KernelBase.dll]",2,0,0.02,0.00,
"Caller","[mshtml.dll]","[mshtml.dll]",940,192,7.12,1.45,
"Caller","[mshtml.dll]","[msls31.dll]",15,0,0.11,0.00,
"Caller","[mshtml.dll]","[msvcrt.dll]",9,0,0.07,0.00,
"Caller","[mshtml.dll]","[ntdll.dll]",3,0,0.02,0.00,
"Caller","[mshtml.dll]","[ScriptedSandbox64.exe]",453,0,3.43,0.00,
"Caller","[mshtml.dll]","[urlmon.dll]",28,0,0.21,0.00,
"Caller","[mshtml.dll]","[user32.dll]",776,1,5.88,0.01,
"Callee","[mshtml.dll]","[bcrypt.dll]",1,0,0.01,0.00,
"Callee","[mshtml.dll]","[combase.dll]",9,0,0.07,0.00,
"Callee","[mshtml.dll]","[d2d1.dll]",45,1,0.34,0.01,
"Callee","[mshtml.dll]","[d3d11.dll]",7,0,0.05,0.00,
"Callee","[mshtml.dll]","[DWrite.dll]",1,0,0.01,0.00,
"Callee","[mshtml.dll]","[dxgi.dll]",11,0,0.08,0.00,
"Callee","[mshtml.dll]","[gdi32.dll]",5,0,0.04,0.00,
"Callee","[mshtml.dll]","[ieframe.dll]",62,1,0.47,0.01,
"Callee","[mshtml.dll]","[iertutil.dll]",11,0,0.08,0.00,
"Callee","[mshtml.dll]","[jscript9.dll]","1,003",3,7.60,0.02,
"Callee","[mshtml.dll]","[kernel32.dll]",2,2,0.02,0.02,
"Callee","[mshtml.dll]","[KernelBase.dll]",16,1,0.12,0.01,
"Callee","[mshtml.dll]","[msctf.dll]",1,0,0.01,0.00,
"Callee","[mshtml.dll]","[mshtml.dll]",940,192,7.12,1.45,
"Callee","[mshtml.dll]","[msls31.dll]",15,0,0.11,0.00,
"Callee","[mshtml.dll]","[msvcrt.dll]",8,7,0.06,0.05,
"Callee","[mshtml.dll]","[ntdll.dll]",13,7,0.10,0.05,
"Callee","[mshtml.dll]","[ole32.dll]",1,0,0.01,0.00,
"Callee","[mshtml.dll]","[oleaut32.dll]",2,0,0.02,0.00,
"Callee","[mshtml.dll]","[ScriptedSandbox64.exe]",114,7,0.86,0.05,
"Callee","[mshtml.dll]","[urlmon.dll]",73,0,0.55,0.00,
"Callee","[mshtml.dll]","[user32.dll]",8,0,0.06,0.00,
"Callee","[mshtml.dll]","[win32u.dll]",21,20,0.16,0.15,
"Root","[msls31.dll]","[msls31.dll]",15,0,0.11,0.00,
"Caller","[msls31.dll]","[mshtml.dll]",15,0,0.11,0.00,
"Caller","[msls31.dll]","[msls31.dll]",15,0,0.11,0.00,
"Callee","[msls31.dll]","[mshtml.dll]",15,0,0.11,0.00,
"Callee","[msls31.dll]","[msls31.dll]",15,0,0.11,0.00,
"Root","[msvcp_win.dll]","[msvcp_win.dll]",1,0,0.01,0.00,
"Caller","[msvcp_win.dll]","[msvcp_win.dll]",1,0,0.01,0.00,
"Caller","[msvcp_win.dll]","[ntdll.dll]",1,0,0.01,0.00,
"Caller","[msvcp_win.dll]","[ucrtbase.dll]",1,0,0.01,0.00,
"Callee","[msvcp_win.dll]","[msvcp_win.dll]",1,0,0.01,0.00,
"Callee","[msvcp_win.dll]","[ucrtbase.dll]",1,0,0.01,0.00,
"Root","[msvcp140.dll]","[msvcp140.dll]",1,0,0.01,0.00,
"Caller","[msvcp140.dll]","[ntdll.dll]",1,0,0.01,0.00,
"Caller","[msvcp140.dll]","[ucrtbase.dll]",1,0,0.01,0.00,
"Callee","[msvcp140.dll]","[KernelBase.dll]",1,0,0.01,0.00,
"Callee","[msvcp140.dll]","[ucrtbase.dll]",1,0,0.01,0.00,
"Root","[msvcrt.dll]","[msvcrt.dll]",538,86,4.08,0.65,
"Caller","[msvcrt.dll]","[d2d1.dll]",2,0,0.02,0.00,
"Caller","[msvcrt.dll]","[iertutil.dll]",2,1,0.02,0.01,
"Caller","[msvcrt.dll]","[jscript9.dll]",92,76,0.70,0.58,
"Caller","[msvcrt.dll]","[kernel32.dll]",496,0,3.76,0.00,
"Caller","[msvcrt.dll]","[mshtml.dll]",8,7,0.06,0.05,
"Caller","[msvcrt.dll]","[msvcrt.dll]",498,2,3.77,0.02,
"Caller","[msvcrt.dll]","[ntdll.dll]",1,0,0.01,0.00,
"Callee","[msvcrt.dll]","[d2d1.dll]",1,1,0.01,0.01,
"Callee","[msvcrt.dll]","[iertutil.dll]",1,1,0.01,0.01,
"Callee","[msvcrt.dll]","[jscript9.dll]",488,0,3.70,0.00,
"Callee","[msvcrt.dll]","[KernelBase.dll]",2,1,0.02,0.01,
"Callee","[msvcrt.dll]","[mshtml.dll]",9,0,0.07,0.00,
"Callee","[msvcrt.dll]","[msvcrt.dll]",498,2,3.77,0.02,
"Callee","[msvcrt.dll]","[ntdll.dll]",14,5,0.11,0.04,
"Root","[msvcrt.dll]","[msvcrt.dll]",1,0,0.01,0.00,
"Caller","[msvcrt.dll]","[msvcrt.dll]",1,0,0.01,0.00,
"Caller","[msvcrt.dll]","[ntdll.dll]",1,0,0.01,0.00,
"Callee","[msvcrt.dll]","[msvcrt.dll]",1,0,0.01,0.00,
"Callee","[msvcrt.dll]","[ntdll.dll]",1,0,0.01,0.00,
"Root","[netutils.dll]","[netutils.dll]",1,1,0.01,0.01,
"Caller","[netutils.dll]","[netutils.dll]",1,1,0.01,0.01,
"Caller","[netutils.dll]","[ntdll.dll]",1,0,0.01,0.00,
"Callee","[netutils.dll]","[netutils.dll]",1,1,0.01,0.01,
"Root","[Newtonsoft.Json.ni.dll]","[Newtonsoft.Json.ni.dll]",8,5,0.06,0.04,
"Caller","[Newtonsoft.Json.ni.dll]","[Newtonsoft.Json.ni.dll]",6,3,0.05,0.02,
"Callee","[Newtonsoft.Json.ni.dll]","[clr.dll]",1,1,0.01,0.01,
"Callee","[Newtonsoft.Json.ni.dll]","[mscorlib.ni.dll]",2,2,0.02,0.02,
"Callee","[Newtonsoft.Json.ni.dll]","[Newtonsoft.Json.ni.dll]",6,3,0.05,0.02,
"Root","[ntdll.dll]","[ntdll.dll]",1,1,0.01,0.01,
"Caller","[ntdll.dll]","[vcsAPIFORWBF.dll]",1,1,0.01,0.01,
"Root","[ntdll.dll]","[ntdll.dll]",1,1,0.01,0.01,
"Caller","[ntdll.dll]","[igd10iumd64.dll]",1,1,0.01,0.01,
"Root","[ntdll.dll]","[ntdll.dll]",35,34,0.27,0.26,
"Caller","[ntdll.dll]","[nvapi64.dll]",4,4,0.03,0.03,
"Caller","[ntdll.dll]","[nvapi64.dll]",28,28,0.21,0.21,
"Caller","[ntdll.dll]","[NvBackend64.dll]",1,0,0.01,0.00,
"Caller","[ntdll.dll]","[Ontology64.dll]",1,1,0.01,0.01,
"Caller","[ntdll.dll]","[userenv.dll]",1,1,0.01,0.01,
"Callee","[ntdll.dll]","[NvBackend64.dll]",1,0,0.01,0.00,
"Root","[ntdll.dll]","[ntdll.dll]","2,065",401,15.64,3.04,
"Caller","[ntdll.dll]","[apphelp.dll]",1,0,0.01,0.00,
"Caller","[ntdll.dll]","[bcrypt.dll]",1,0,0.01,0.00,
"Caller","[ntdll.dll]","[bcryptprimitives.dll]",1,1,0.01,0.01,
"Caller","[ntdll.dll]","[d3d10warp.dll]",7,5,0.05,0.04,
"Caller","[ntdll.dll]","[d3d11.dll]",4,0,0.03,0.00,
"Caller","[ntdll.dll]","[iertutil.dll]",2,2,0.02,0.02,
"Caller","[ntdll.dll]","[jscript9.dll]",11,5,0.08,0.04,
"Caller","[ntdll.dll]","[kernel32.dll]",68,24,0.52,0.18,
"Caller","[ntdll.dll]","[KernelBase.dll]",264,244,2.00,1.85,
"Caller","[ntdll.dll]","[mshtml.dll]",13,7,0.10,0.05,
"Caller","[ntdll.dll]","[msvcrt.dll]",14,5,0.11,0.04,
"Caller","[ntdll.dll]","[ntdll.dll]",125,88,0.95,0.67,
"Caller","[ntdll.dll]","[oleaut32.dll]",2,1,0.02,0.01,
"Caller","[ntdll.dll]","[profapi.dll]",1,0,0.01,0.00,
"Caller","[ntdll.dll]","[propsys.dll]",1,0,0.01,0.00,
"Caller","[ntdll.dll]","[rpcrt4.dll]",5,4,0.04,0.03,
"Caller","[ntdll.dll]","[ScriptedSandbox64.exe]",16,1,0.12,0.01,
"Caller","[ntdll.dll]","[sechost.dll]",1,1,0.01,0.01,
"Caller","[ntdll.dll]","[ucrtbase.dll]",1,0,0.01,0.00,
"Caller","[ntdll.dll]","[urlmon.dll]",1,0,0.01,0.00,
"Caller","[ntdll.dll]","[user32.dll]",5,4,0.04,0.03,
"Caller","[ntdll.dll]","[win32u.dll]",334,2,2.53,0.02,
"Caller","[ntdll.dll]","[windows.storage.dll]",6,5,0.05,0.04,
"Callee","[ntdll.dll]","[apphelp.dll]",1,0,0.01,0.00,
"Callee","[ntdll.dll]","[combase.dll]",1,1,0.01,0.01,
"Callee","[ntdll.dll]","[d2d1.dll]",1,0,0.01,0.00,
"Callee","[ntdll.dll]","[d3d10warp.dll]",28,0,0.21,0.00,
"Callee","[ntdll.dll]","[ieframe.dll]",1,0,0.01,0.00,
"Callee","[ntdll.dll]","[kernel32.dll]","2,034",0,15.41,0.00,
"Callee","[ntdll.dll]","[KernelBase.dll]",2,0,0.02,0.00,
"Callee","[ntdll.dll]","[mshtml.dll]",3,0,0.02,0.00,
"Callee","[ntdll.dll]","[msvcrt.dll]",1,0,0.01,0.00,
"Callee","[ntdll.dll]","[netutils.dll]",1,0,0.01,0.00,
"Callee","[ntdll.dll]","[ntdll.dll]",125,88,0.95,0.67,
"Callee","[ntdll.dll]","[nvdlistx.dll]",4,0,0.03,0.00,
"Callee","[ntdll.dll]","[profapi.dll]",1,0,0.01,0.00,
"Callee","[ntdll.dll]","[user32.dll]",334,0,2.53,0.00,
"Callee","[ntdll.dll]","[vcruntime140.dll]",1,0,0.01,0.00,
"Callee","[ntdll.dll]","[wininet.dll]",3,0,0.02,0.00,
"Root","[ntdll.dll]","[ntdll.dll]",8,8,0.06,0.06,
"Caller","[ntdll.dll]","[igc64.dll]",3,3,0.02,0.02,
"Caller","[ntdll.dll]","[igd10iumd64.dll]",1,1,0.01,0.01,
"Caller","[ntdll.dll]","[igd10iumd64.dll]",1,1,0.01,0.01,
"Caller","[ntdll.dll]","[msasn1.dll]",1,1,0.01,0.01,
"Caller","[ntdll.dll]","[nvwgf2umx_cfg.dll]",1,1,0.01,0.01,
"Caller","[ntdll.dll]","[winmmbase.dll]",1,1,0.01,0.01,
"Root","[ntdll.dll]","[ntdll.dll]",1,1,0.01,0.01,
"Caller","[ntdll.dll]","[d3d11.dll]",1,1,0.01,0.01,
"Root","[ntdll.dll]","[ntdll.dll]",4,4,0.03,0.03,
"Caller","[ntdll.dll]","[ntdll.dll]",4,1,0.03,0.01,
"Caller","[ntdll.dll]","[ntdll.dll]",3,0,0.02,0.00,
"Caller","[ntdll.dll]","[wow64.dll]",3,3,0.02,0.02,
"Callee","[ntdll.dll]","[ntdll.dll]",4,1,0.03,0.01,
"Callee","[ntdll.dll]","[wow64.dll]",3,0,0.02,0.00,
"Root","[ntdll.dll]","[ntdll.dll]",7,3,0.05,0.02,
"Caller","[ntdll.dll]","[kernel32.dll]",1,0,0.01,0.00,
"Caller","[ntdll.dll]","[KernelBase.dll]",2,0,0.02,0.00,
"Caller","[ntdll.dll]","[ntdll.dll]",7,3,0.05,0.02,
"Caller","[ntdll.dll]","[sechost.dll]",1,0,0.01,0.00,
"Callee","[ntdll.dll]","[kernel32.dll]",3,0,0.02,0.00,
"Callee","[ntdll.dll]","[KernelBase.dll]",1,0,0.01,0.00,
"Callee","[ntdll.dll]","[ntdll.dll]",7,3,0.05,0.02,
"Callee","[ntdll.dll]","[ntdll.dll]",3,0,0.02,0.00,
"Callee","[ntdll.dll]","[sechost.dll]",1,0,0.01,0.00,
"Root","[ntdll.dll]","[ntdll.dll]",35,23,0.27,0.17,
"Caller","[ntdll.dll]","[ig9icd32.dll]",16,4,0.12,0.03,
"Caller","[ntdll.dll]","[igc32.dll]",16,16,0.12,0.12,
"Caller","[ntdll.dll]","[igdumdim32.dll]",3,3,0.02,0.02,
"Callee","[ntdll.dll]","[Qt5CoreNvda.dll]",12,3,0.09,0.02,
"Root","[ntdll.dll]","[ntdll.dll]","10,540",46,79.84,0.35,
"Caller","[ntdll.dll]","[crypt32.dll]",1,0,0.01,0.00,
"Caller","[ntdll.dll]","[dxgi.dll]",1,0,0.01,0.00,
"Caller","[ntdll.dll]","[kernel32.dll]",6,0,0.05,0.00,
"Caller","[ntdll.dll]","[KernelBase.dll]",31,16,0.23,0.12,
"Caller","[ntdll.dll]","[msvcrt.dll]",1,0,0.01,0.00,
"Caller","[ntdll.dll]","[ntdll.dll]",29,24,0.22,0.18,
"Caller","[ntdll.dll]","[nvcuda.dll]",10,6,0.08,0.05,
"Caller","[ntdll.dll]","[setupapi.dll]",2,0,0.02,0.00,
"Caller","[ntdll.dll]","[user32.dll]",1,0,0.01,0.00,
"Caller","[ntdll.dll]","[win32u.dll]",1,0,0.01,0.00,
"Callee","[ntdll.dll]","[combase.dll]",1,0,0.01,0.00,
"Callee","[ntdll.dll]","[crypt32.dll]",1,0,0.01,0.00,
"Callee","[ntdll.dll]","[dxgi.dll]",1,0,0.01,0.00,
"Callee","[ntdll.dll]","[kernel32.dll]","10,537",0,79.82,0.00,
"Callee","[ntdll.dll]","[msvcp_win.dll]",1,0,0.01,0.00,
"Callee","[ntdll.dll]","[msvcp140.dll]",1,0,0.01,0.00,
"Callee","[ntdll.dll]","[msvcrt.dll]",1,0,0.01,0.00,
"Callee","[ntdll.dll]","[ntdll.dll]",29,24,0.22,0.18,
"Callee","[ntdll.dll]","[nvapi64.dll]",2,0,0.02,0.00,
"Callee","[ntdll.dll]","[shlwapi.dll]",1,1,0.01,0.01,
"Callee","[ntdll.dll]","[user32.dll]",2,0,0.02,0.00,
"Callee","[ntdll.dll]","[windows.storage.dll]",1,0,0.01,0.00,
"Root","[nvapi64.dll]","[nvapi64.dll]",1,0,0.01,0.00,
"Caller","[nvapi64.dll]","[nvapi64.dll]",1,0,0.01,0.00,
"Caller","[nvapi64.dll]","[NvBackend64.dll]",1,0,0.01,0.00,
"Callee","[nvapi64.dll]","[nvapi64.dll]",1,0,0.01,0.00,
"Callee","[nvapi64.dll]","[user32.dll]",1,1,0.01,0.01,
"Root","[nvapi64.dll]","[nvapi64.dll]",17,3,0.13,0.02,
"Caller","[nvapi64.dll]","[KernelBase.dll]",2,0,0.02,0.00,
"Caller","[nvapi64.dll]","[nvapi64.dll]",17,3,0.13,0.02,
"Caller","[nvapi64.dll]","[NvBackend64.dll]",15,0,0.11,0.00,
"Callee","[nvapi64.dll]","[ntdll.dll]",4,4,0.03,0.03,
"Callee","[nvapi64.dll]","[nvapi64.dll]",17,3,0.13,0.02,
"Callee","[nvapi64.dll]","[nvapi64.dll]",8,2,0.06,0.02,
"Callee","[nvapi64.dll]","[user32.dll]",2,2,0.02,0.02,
"Root","[nvapi64.dll]","[nvapi64.dll]",6,1,0.05,0.01,
"Caller","[nvapi64.dll]","[ntdll.dll]",2,0,0.02,0.00,
"Caller","[nvapi64.dll]","[nvapi64.dll]",6,1,0.05,0.01,
"Caller","[nvapi64.dll]","[nvcuda.dll]",4,0,0.03,0.00,
"Callee","[nvapi64.dll]","[KernelBase.dll]",1,0,0.01,0.00,
"Callee","[nvapi64.dll]","[nvapi64.dll]",6,1,0.05,0.01,
"Callee","[nvapi64.dll]","[user32.dll]",3,0,0.02,0.00,
"Callee","[nvapi64.dll]","[win32u.dll]",1,1,0.01,0.01,
"Root","[nvapi64.dll]","[nvapi64.dll]",1,0,0.01,0.00,
"Caller","[nvapi64.dll]","[nvapi64.dll]",1,0,0.01,0.00,
"Caller","[nvapi64.dll]","[NvBackend64.dll]",1,0,0.01,0.00,
"Callee","[nvapi64.dll]","[nvapi64.dll]",1,0,0.01,0.00,
"Callee","[nvapi64.dll]","[user32.dll]",1,1,0.01,0.01,
"Root","[nvapi64.dll]","[nvapi64.dll]",207,178,1.57,1.35,
"Caller","[nvapi64.dll]","[nvapi64.dll]",202,176,1.53,1.33,
"Caller","[nvapi64.dll]","[nvapi64.dll]",8,2,0.06,0.02,
"Caller","[nvapi64.dll]","[NvBackend64.dll]",199,0,1.51,0.00,
"Callee","[nvapi64.dll]","[ntdll.dll]",28,28,0.21,0.21,
"Callee","[nvapi64.dll]","[nvapi64.dll]",202,176,1.53,1.33,
"Callee","[nvapi64.dll]","[user32.dll]",1,1,0.01,0.01,
"Root","[nvapi64.dll]","[nvapi64.dll]",1,1,0.01,0.01,
"Caller","[nvapi64.dll]","[KernelBase.dll]",1,0,0.01,0.00,
"Caller","[nvapi64.dll]","[nvapi64.dll]",1,1,0.01,0.01,
"Callee","[nvapi64.dll]","[nvapi64.dll]",1,1,0.01,0.01,
"Root","[NvBackend64.dll]","[NvBackend64.dll]",226,1,1.71,0.01,
"Caller","[NvBackend64.dll]","[ntdll.dll]",1,0,0.01,0.00,
"Caller","[NvBackend64.dll]","[NvBackend64.dll]",226,1,1.71,0.01,
"Callee","[NvBackend64.dll]","[KernelBase.dll]",7,3,0.05,0.02,
"Callee","[NvBackend64.dll]","[ntdll.dll]",1,0,0.01,0.00,
"Callee","[NvBackend64.dll]","[nvapi64.dll]",15,0,0.11,0.00,
"Callee","[NvBackend64.dll]","[nvapi64.dll]",1,0,0.01,0.00,
"Callee","[NvBackend64.dll]","[nvapi64.dll]",199,0,1.51,0.00,
"Callee","[NvBackend64.dll]","[nvapi64.dll]",1,0,0.01,0.00,
"Callee","[NvBackend64.dll]","[NvBackend64.dll]",226,1,1.71,0.01,
"Callee","[NvBackend64.dll]","[Ontology64.dll]",2,1,0.02,0.01,
"Root","[NvCameraWhitelisting64.dll]","[NvCameraWhitelisting64.dll]",1,1,0.01,0.01,
"Caller","[NvCameraWhitelisting64.dll]","[KernelBase.dll]",1,0,0.01,0.00,
"Caller","[NvCameraWhitelisting64.dll]","[NvCameraWhitelisting64.dll]",1,1,0.01,0.01,
"Callee","[NvCameraWhitelisting64.dll]","[NvCameraWhitelisting64.dll]",1,1,0.01,0.01,
"Root","[NvCameraWhitelisting64.dll]","[NvCameraWhitelisting64.dll]",2,1,0.02,0.01,
"Caller","[NvCameraWhitelisting64.dll]","[NvCameraWhitelisting64.dll]",2,1,0.02,0.01,
"Caller","[NvCameraWhitelisting64.dll]","[nvwgf2umx_cfg.dll]",2,0,0.02,0.00,
"Callee","[NvCameraWhitelisting64.dll]","[KernelBase.dll]",1,1,0.01,0.01,
"Callee","[NvCameraWhitelisting64.dll]","[NvCameraWhitelisting64.dll]",2,1,0.02,0.01,
"Root","[nvcuda.dll]","[nvcuda.dll]","10,506",480,79.58,3.64,
"Caller","[nvcuda.dll]","[kernel32.dll]",5,0,0.04,0.00,
"Caller","[nvcuda.dll]","[nvcuda.dll]","10,506",480,79.58,3.64,
"Caller","[nvcuda.dll]","cudart::contextState::loadCubin",2,0,0.02,0.00,
"Caller","[nvcuda.dll]","cudart::contextStateManager::initPrimaryContext",71,0,0.54,0.00,
"Caller","[nvcuda.dll]","cudart::cudaApiDeviceSynchronize","9,944",0,75.33,0.00,
"Caller","[nvcuda.dll]","cudart::cudaApiFree",1,0,0.01,0.00,
"Caller","[nvcuda.dll]","cudart::device::resetPrimaryContext",22,0,0.17,0.00,
"Caller","[nvcuda.dll]","cudart::driverHelper::mallocPtr",2,0,0.02,0.00,
"Caller","[nvcuda.dll]","cudart::driverHelper::memcpyDispatch",438,0,3.32,0.00,
"Caller","[nvcuda.dll]","cudart::globalState::loadDriverInternal",21,0,0.16,0.00,
"Callee","[nvcuda.dll]","[dwmapi.dll]",1,0,0.01,0.00,
"Callee","[nvcuda.dll]","[gdi32.dll]",21,1,0.16,0.01,
"Callee","[nvcuda.dll]","[gdi32full.dll]",1,1,0.01,0.01,
"Callee","[nvcuda.dll]","[kernel32.dll]",2,1,0.02,0.01,
"Callee","[nvcuda.dll]","[KernelBase.dll]",16,0,0.12,0.00,
"Callee","[nvcuda.dll]","[ntdll.dll]",10,6,0.08,0.05,
"Callee","[nvcuda.dll]","[nvapi64.dll]",4,0,0.03,0.00,
"Callee","[nvcuda.dll]","[nvcuda.dll]","10,506",480,79.58,3.64,
"Callee","[nvcuda.dll]","[win32u.dll]","9,971","9,971",75.53,75.53,
"Root","[Nvda.UnifiedDebugger.Package.dll]","[Nvda.UnifiedDebugger.Package.dll]",1,1,0.01,0.01,
"Root","[nvdlistx.dll]","[nvdlistx.dll]",6,0,0.05,0.00,
"Caller","[nvdlistx.dll]","[dxgi.dll]",1,0,0.01,0.00,
"Caller","[nvdlistx.dll]","[kernel32.dll]",1,0,0.01,0.00,
"Caller","[nvdlistx.dll]","[ntdll.dll]",4,0,0.03,0.00,
"Caller","[nvdlistx.dll]","[nvdlistx.dll]",4,0,0.03,0.00,
"Callee","[nvdlistx.dll]","[dxgi.dll]",1,0,0.01,0.00,
"Callee","[nvdlistx.dll]","[KernelBase.dll]",5,0,0.04,0.00,
"Callee","[nvdlistx.dll]","[nvdlistx.dll]",4,0,0.03,0.00,
"Root","[nvldumdx.dll]","[nvldumdx.dll]",1,0,0.01,0.00,
"Caller","[nvldumdx.dll]","[nvldumdx.dll]",1,0,0.01,0.00,
"Caller","[nvldumdx.dll]","[nvldumdx.dll]",1,0,0.01,0.00,
"Callee","[nvldumdx.dll]","[KernelBase.dll]",1,1,0.01,0.01,
"Callee","[nvldumdx.dll]","[nvldumdx.dll]",1,0,0.01,0.00,
"Root","[nvldumdx.dll]","[nvldumdx.dll]",49,0,0.37,0.00,
"Caller","[nvldumdx.dll]","[nvldumdx.dll]",40,0,0.30,0.00,
"Callee","[nvldumdx.dll]","[crypt32.dll]",28,0,0.21,0.00,
"Callee","[nvldumdx.dll]","[KernelBase.dll]",11,3,0.08,0.02,
"Callee","[nvldumdx.dll]","[nvldumdx.dll]",40,0,0.30,0.00,
"Callee","[nvldumdx.dll]","[nvldumdx.dll]",1,0,0.01,0.00,
"Callee","[nvldumdx.dll]","[nvwgf2umx_cfg.dll]",9,0,0.07,0.00,
"Root","[nvspcap64.dll]","[nvspcap64.dll]",1,0,0.01,0.00,
"Caller","[nvspcap64.dll]","[nvspcap64.dll]",1,0,0.01,0.00,
"Caller","[nvspcap64.dll]","[nvwgf2umx_cfg.dll]",1,0,0.01,0.00,
"Callee","[nvspcap64.dll]","[nvspcap64.dll]",1,0,0.01,0.00,
"Callee","[nvspcap64.dll]","[windows.storage.dll]",1,1,0.01,0.01,
"Root","[NvTelemetry64.dll]","[NvTelemetry64.dll]",1,0,0.01,0.00,
"Caller","[NvTelemetry64.dll]","[NvTelemetry64.dll]",1,0,0.01,0.00,
"Callee","[NvTelemetry64.dll]","[KernelBase.dll]",1,1,0.01,0.01,
"Callee","[NvTelemetry64.dll]","[NvTelemetry64.dll]",1,0,0.01,0.00,
