Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
58,"[uxtheme.dll]",1,0,0.05,0.00,"uxtheme.dll",
59,"[uxtheme.dll]",1,0,0.05,0.00,"uxtheme.dll",
60,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
61,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
62,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
63,"[win32u.dll]",1,0,0.05,0.00,"win32u.dll",
64,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
65,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
66,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
67,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
68,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
69,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
70,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
71,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
72,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
73,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
74,"[win32u.dll]",1,1,0.05,0.05,"win32u.dll",
18,"[atlthunk.dll]",1,0,0.05,0.00,"atlthunk.dll",
19,"[ScriptedSandbox64.exe]",1,0,0.05,0.00,"ScriptedSandbox64.exe",
20,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
21,"[win32u.dll]",1,0,0.05,0.00,"win32u.dll",
22,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
23,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
24,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
25,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
26,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
27,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
28,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
29,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
30,"[uxtheme.dll]",1,0,0.05,0.00,"uxtheme.dll",
31,"[uxtheme.dll]",1,0,0.05,0.00,"uxtheme.dll",
32,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
33,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
34,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
35,"[win32u.dll]",1,0,0.05,0.00,"win32u.dll",
36,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
37,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
38,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
39,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
40,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
41,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
42,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
43,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
44,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
45,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
46,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
47,"[win32u.dll]",1,1,0.05,0.05,"win32u.dll",
7,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
8,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
9,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
10,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
11,"[win32u.dll]",1,0,0.05,0.00,"win32u.dll",
12,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
13,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
14,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
15,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
16,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
17,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
18,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
19,"[uxtheme.dll]",1,0,0.05,0.00,"uxtheme.dll",
20,"[uxtheme.dll]",1,0,0.05,0.00,"uxtheme.dll",
21,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
22,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
23,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
24,"[win32u.dll]",1,0,0.05,0.00,"win32u.dll",
25,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
26,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
27,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
28,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
29,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
30,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
31,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
32,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
33,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
34,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
35,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
36,"[win32u.dll]",1,0,0.05,0.00,"win32u.dll",
37,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
38,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
39,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
40,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
41,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
42,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
43,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
44,"[uxtheme.dll]",1,0,0.05,0.00,"uxtheme.dll",
45,"[uxtheme.dll]",1,0,0.05,0.00,"uxtheme.dll",
46,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
47,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
48,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
49,"[win32u.dll]",1,0,0.05,0.00,"win32u.dll",
50,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
51,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
52,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
53,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
54,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
55,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
56,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
57,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
58,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
59,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
60,"[win32u.dll]",1,1,0.05,0.05,"win32u.dll",
6,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
7,"[uxtheme.dll]",1,0,0.05,0.00,"uxtheme.dll",
8,"[uxtheme.dll]",1,0,0.05,0.00,"uxtheme.dll",
9,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
10,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
11,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
12,"[win32u.dll]",1,0,0.05,0.00,"win32u.dll",
13,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
14,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
15,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
16,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
17,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
18,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
19,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
20,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
21,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
22,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
23,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
24,"[win32u.dll]",1,0,0.05,0.00,"win32u.dll",
25,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
26,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
27,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
28,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
29,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
30,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
31,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
32,"[uxtheme.dll]",1,0,0.05,0.00,"uxtheme.dll",
33,"[uxtheme.dll]",1,0,0.05,0.00,"uxtheme.dll",
34,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
35,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
36,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
37,"[win32u.dll]",1,0,0.05,0.00,"win32u.dll",
38,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
39,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
40,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
41,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
42,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
43,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
44,"[ieframe.dll]",1,0,0.05,0.00,"ieframe.dll",
45,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
46,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
47,"[mshtml.dll]",1,0,0.05,0.00,"mshtml.dll",
48,"[win32u.dll]",1,1,0.05,0.05,"win32u.dll",
1,"[ntdll.dll]",12,0,0.58,0.00,"ntdll.dll",
2,"[ntdll.dll]",12,0,0.58,0.00,"ntdll.dll",
3,"[ntdll.dll]",12,1,0.58,0.05,"ntdll.dll",
4,"[ntdll.dll]",11,0,0.53,0.00,"ntdll.dll",
5,"[ntdll.dll]",10,0,0.48,0.00,"ntdll.dll",
6,"[ntdll.dll]",10,0,0.48,0.00,"ntdll.dll",
7,"[ntdll.dll]",10,0,0.48,0.00,"ntdll.dll",
8,"[ntdll.dll]",9,1,0.43,0.05,"ntdll.dll",
9,"[ntdll.dll]",6,0,0.29,0.00,"ntdll.dll",
10,"[ntdll.dll]",5,1,0.24,0.05,"ntdll.dll",
11,"[ntdll.dll]",4,0,0.19,0.00,"ntdll.dll",
12,"[ntdll.dll]",4,0,0.19,0.00,"ntdll.dll",
13,"[ntdll.dll]",4,1,0.19,0.05,"ntdll.dll",
14,"[ntdll.dll]",2,1,0.10,0.05,"ntdll.dll",
15,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
14,"[kernel32.dll]",1,0,0.05,0.00,"kernel32.dll",
15,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
16,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
17,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
18,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
10,"[profapi.dll]",1,0,0.05,0.00,"profapi.dll",
11,"[profapi.dll]",1,0,0.05,0.00,"profapi.dll",
12,"[profapi.dll]",1,0,0.05,0.00,"profapi.dll",
13,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
14,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
16,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
9,"[msvcrt.dll]",1,0,0.05,0.00,"msvcrt.dll",
10,"[msvcrt.dll]",1,0,0.05,0.00,"msvcrt.dll",
11,"[msvcrt.dll]",1,0,0.05,0.00,"msvcrt.dll",
12,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
13,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
14,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
9,"[combase.dll]",1,1,0.05,0.05,"combase.dll",
8,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
9,"[user32.dll]",1,0,0.05,0.00,"user32.dll",
10,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
11,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
12,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
13,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
14,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
16,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
17,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
18,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
5,"[vcruntime140.dll]",1,0,0.05,0.00,"vcruntime140.dll",
6,"[ucrtbase.dll]",1,0,0.05,0.00,"ucrtbase.dll",
7,"[ntdll.dll]",1,0,0.05,0.00,"ntdll.dll",
8,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
1,"[KernelBase.dll]",2,0,0.10,0.00,"KernelBase.dll",
2,"[mshtml.dll]",2,0,0.10,0.00,"mshtml.dll",
3,"[mshtml.dll]",2,0,0.10,0.00,"mshtml.dll",
4,"[mshtml.dll]",2,0,0.10,0.00,"mshtml.dll",
5,"[mshtml.dll]",2,0,0.10,0.00,"mshtml.dll",
6,"[mshtml.dll]",2,0,0.10,0.00,"mshtml.dll",
7,"[mshtml.dll]",2,0,0.10,0.00,"mshtml.dll",
8,"[mshtml.dll]",2,0,0.10,0.00,"mshtml.dll",
9,"[combase.dll]",2,0,0.10,0.00,"combase.dll",
10,"[combase.dll]",2,0,0.10,0.00,"combase.dll",
11,"[combase.dll]",2,0,0.10,0.00,"combase.dll",
12,"[combase.dll]",2,0,0.10,0.00,"combase.dll",
13,"[combase.dll]",2,0,0.10,0.00,"combase.dll",
14,"[combase.dll]",2,0,0.10,0.00,"combase.dll",
15,"[combase.dll]",2,0,0.10,0.00,"combase.dll",
16,"[combase.dll]",2,0,0.10,0.00,"combase.dll",
17,"[combase.dll]",2,0,0.10,0.00,"combase.dll",
18,"[combase.dll]",2,0,0.10,0.00,"combase.dll",
19,"[combase.dll]",2,0,0.10,0.00,"combase.dll",
20,"[combase.dll]",2,0,0.10,0.00,"combase.dll",
21,"[combase.dll]",2,0,0.10,0.00,"combase.dll",
22,"[combase.dll]",2,0,0.10,0.00,"combase.dll",
23,"[combase.dll]",2,0,0.10,0.00,"combase.dll",
24,"[combase.dll]",2,0,0.10,0.00,"combase.dll",
25,"[combase.dll]",2,0,0.10,0.00,"combase.dll",
26,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
27,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
28,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
29,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
30,"[combase.dll]",1,0,0.05,0.00,"combase.dll",
31,"[ScriptedSandbox64.exe]",1,0,0.05,0.00,"ScriptedSandbox64.exe",
32,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
33,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
34,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
35,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
36,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
37,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
26,"[WindowsCodecs.dll]",1,0,0.05,0.00,"WindowsCodecs.dll",
27,"[WindowsCodecs.dll]",1,0,0.05,0.00,"WindowsCodecs.dll",
28,"[WindowsCodecs.dll]",1,0,0.05,0.00,"WindowsCodecs.dll",
29,"[WindowsCodecs.dll]",1,0,0.05,0.00,"WindowsCodecs.dll",
30,"[ScriptedSandbox64.exe]",1,0,0.05,0.00,"ScriptedSandbox64.exe",
31,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
32,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
33,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
34,"[KernelBase.dll]",1,0,0.05,0.00,"KernelBase.dll",
35,"[ntdll.dll]",1,1,0.05,0.05,"ntdll.dll",
0,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
1,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
2,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
3,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
4,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
5,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
6,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
7,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
8,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
9,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
10,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
11,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
12,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
13,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
14,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
15,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
16,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
17,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
18,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
19,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
20,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
21,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
22,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
23,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
24,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
25,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
26,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
27,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
28,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
29,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
30,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
31,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
32,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
33,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
34,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
35,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
36,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
37,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
38,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
39,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
40,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
41,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
42,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
43,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
44,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
45,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
46,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
47,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
48,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
49,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
50,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
51,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
52,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
53,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
54,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
55,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
56,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
57,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
58,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
59,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
60,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
61,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
62,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
63,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
64,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
65,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
66,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
67,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
68,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
69,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
70,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
71,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
72,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
73,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
74,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
75,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
76,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
77,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
78,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
79,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
80,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
81,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
82,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
83,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
84,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
85,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
86,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
87,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
88,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
89,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
90,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
91,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
92,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
93,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
94,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
95,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
96,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
97,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
98,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
99,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
100,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
101,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
102,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
103,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
104,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
105,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
106,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
107,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
108,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
109,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
110,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
111,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
112,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
113,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
114,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
115,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
116,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
117,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
118,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
119,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
120,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
121,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
122,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
123,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
124,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
125,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
126,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
127,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
128,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
129,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
130,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
131,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
132,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
133,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
134,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
135,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
136,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
137,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
138,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
139,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
140,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
141,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
142,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
143,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
144,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
145,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
146,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
147,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
148,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
149,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
150,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
151,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
152,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
153,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
154,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
155,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
156,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
157,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
158,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
159,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
160,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
161,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
162,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
163,"[jscript9.dll]",16,0,0.77,0.00,"jscript9.dll",
